,Departure_Time,Arrival_Time,Airline,Duration,Route,Stops,Layover_Time_Location,CO2_Emissions,Emissions_Change,Price,Class
200,5:25 PM, 7:35 PM,IndiGo,2 hr 10 min,BOM–MAA,Nonstop,0 minutes,82 kg CO2e,Avg emissions,"₹9,670",economy
201,7:25 PM, 9:30 PM,IndiGo,2 hr 5 min,BOM–MAA,Nonstop,0 minutes,82 kg CO2e,Avg emissions,"₹9,670",economy
202,6:10 PM, 8:25 PM,Air India,2 hr 15 min,BOM–MAA,Nonstop,0 minutes,94 kg CO2e,+16% emissions,"₹10,391",economy
203,1:35 PM, 3:40 PM,Akasa Air,2 hr 5 min,MAA–BOM,Nonstop,0 minutes,84 kg CO2e,Avg emissions,"₹5,843",economy
204,9:00 AM, 10:50 AM,IndiGo,1 hr 50 min,MAA–BOM,Nonstop,0 minutes,81 kg CO2e,Avg emissions,"₹6,491",economy
205,9:35 AM, 11:55 AM,Air India,2 hr 20 min,MAA–BOM,Nonstop,0 minutes,93 kg CO2e,+16% emissions,"₹6,799",economy
206,2:30 AM, 4:50 AM,IndiGo,2 hr 20 min,MAA–BOM,Nonstop,0 minutes,98 kg CO2e,+23% emissions,"₹6,491",economy
207,6:45 AM, 8:45 AM,IndiGo,2 hr,MAA–BOM,Nonstop,0 minutes,81 kg CO2e,Avg emissions,"₹6,491",economy
208,11:00 AM, 1:00 PM,IndiGo,2 hr,MAA–BOM,Nonstop,0 minutes,81 kg CO2e,Avg emissions,"₹6,491",economy
209,12:45 PM, 2:45 PM,IndiGo,2 hr,MAA–BOM,Nonstop,0 minutes,81 kg CO2e,Avg emissions,"₹6,491",economy
210,2:45 PM, 4:40 PM,IndiGo,1 hr 55 min,MAA–BOM,Nonstop,0 minutes,81 kg CO2e,Avg emissions,"₹6,491",economy
211,4:40 PM, 6:40 PM,IndiGo,2 hr,MAA–BOM,Nonstop,0 minutes,81 kg CO2e,Avg emissions,"₹6,491",economy
212,6:15 PM, 8:15 PM,IndiGo,2 hr,MAA–BOM,Nonstop,0 minutes,81 kg CO2e,Avg emissions,"₹6,491",economy
213,8:15 PM, 10:15 PM,IndiGo,2 hr,MAA–BOM,Nonstop,0 minutes,81 kg CO2e,Avg emissions,"₹6,491",economy
214,10:30 PM, 12:30 AM+1,IndiGo,2 hr,MAA–BOM,Nonstop,0 minutes,81 kg CO2e,Avg emissions,"₹6,491",economy
215,6:25 AM, 8:40 AM,Air India,2 hr 15 min,MAA–BOM,Nonstop,0 minutes,93 kg CO2e,+16% emissions,"₹6,799",economy
216,4:00 PM, 6:20 PM,Air India,2 hr 20 min,MAA–BOM,Nonstop,0 minutes,93 kg CO2e,+16% emissions,"₹6,799",economy
217,9:05 PM, 11:30 PM,Air India,2 hr 25 min,MAA–BOM,Nonstop,0 minutes,93 kg CO2e,+16% emissions,"₹6,799",economy
218,6:00 PM, 8:20 PM,Air India,2 hr 20 min,MAA–BOM,Nonstop,0 minutes,93 kg CO2e,+16% emissions,"₹7,434",economy
219,5:00 AM, 7:10 AM,IndiGo,2 hr 10 min,BOM–DEL,Nonstop,0 minutes,90 kg CO2e,-12% emissions,"₹7,217",economy
220,2:30 PM, 4:50 PM,Akasa Air,2 hr 20 min,BOM–DEL,Nonstop,0 minutes,91 kg CO2e,-11% emissions,"₹7,218",economy
221,10:00 AM, 12:30 PM,IndiGo,2 hr 30 min,BOM–DEL,Nonstop,0 minutes,90 kg CO2e,-12% emissions,"₹7,217",economy
222,10:35 AM, 1:00 PM,IndiGo,2 hr 25 min,BOM–DEL,Nonstop,0 minutes,90 kg CO2e,-12% emissions,"₹7,217",economy
223,11:30 AM, 1:45 PM,IndiGo,2 hr 15 min,BOM–DEL,Nonstop,0 minutes,90 kg CO2e,-12% emissions,"₹7,217",economy
224,12:15 PM, 2:25 PM,IndiGo,2 hr 10 min,BOM–DEL,Nonstop,0 minutes,90 kg CO2e,-12% emissions,"₹7,217",economy
225,1:00 PM, 3:15 PM,IndiGo,2 hr 15 min,BOM–DEL,Nonstop,0 minutes,90 kg CO2e,-12% emissions,"₹7,217",economy
226,2:00 PM, 4:15 PM,IndiGo,2 hr 15 min,BOM–DEL,Nonstop,0 minutes,90 kg CO2e,-12% emissions,"₹7,217",economy
227,3:00 PM, 5:15 PM,IndiGo,2 hr 15 min,BOM–DEL,Nonstop,0 minutes,90 kg CO2e,-12% emissions,"₹7,217",economy
228,4:00 PM, 6:15 PM,IndiGo,2 hr 15 min,BOM–DEL,Nonstop,0 minutes,90 kg CO2e,-12% emissions,"₹7,217",economy
229,4:45 PM, 6:55 PM,IndiGo,2 hr 10 min,BOM–DEL,Nonstop,0 minutes,90 kg CO2e,-12% emissions,"₹7,217",economy
230,5:20 PM, 7:45 PM,IndiGo,2 hr 25 min,BOM–DEL,Nonstop,0 minutes,90 kg CO2e,-12% emissions,"₹7,217",economy
231,9:15 PM, 11:30 PM,IndiGo,2 hr 15 min,BOM–DEL,Nonstop,0 minutes,90 kg CO2e,-12% emissions,"₹7,217",economy
232,10:15 PM, 12:30 AM+1,IndiGo,2 hr 15 min,BOM–DEL,Nonstop,0 minutes,90 kg CO2e,-12% emissions,"₹7,217",economy
233,11:45 PM, 2:00 AM+1,IndiGo,2 hr 15 min,BOM–DEL,Nonstop,0 minutes,90 kg CO2e,-12% emissions,"₹7,217",economy
234,5:00 PM, 7:15 PM,Akasa Air,2 hr 15 min,BOM–DEL,Nonstop,0 minutes,87 kg CO2e,-15% emissions,"₹7,218",economy
235,2:45 PM, 5:00 PM,Air India Express,2 hr 15 min,BOM–DEL,Nonstop,0 minutes,120 kg CO2e,+18% emissions,"₹7,360",economy
236,4:45 PM, 7:05 PM,Air India Express,2 hr 20 min,BOM–DEL,Nonstop,0 minutes,106 kg CO2e,Avg emissions,"₹7,360",economy
237,7:00 PM, 9:15 PM,Akasa Air,2 hr 15 min,BOM–DEL,Nonstop,0 minutes,92 kg CO2e,-10% emissions,"₹7,450",economy
238,11:25 AM, 1:35 PM,Air India,2 hr 10 min,BOM–DEL,Nonstop,0 minutes,101 kg CO2e,Avg emissions,"₹7,475",economy
239,12:00 PM, 2:20 PM,Air India,2 hr 20 min,BOM–DEL,Nonstop,0 minutes,103 kg CO2e,Avg emissions,"₹7,475",economy
240,1:00 PM, 3:15 PM,Air India,2 hr 15 min,BOM–DEL,Nonstop,0 minutes,103 kg CO2e,Avg emissions,"₹7,475",economy
241,3:00 PM, 5:20 PM,Air India,2 hr 20 min,BOM–DEL,Nonstop,0 minutes,103 kg CO2e,Avg emissions,"₹7,475",economy
242,3:30 PM, 6:00 PM,Air India,2 hr 30 min,BOM–DEL,Nonstop,0 minutes,103 kg CO2e,Avg emissions,"₹7,475",economy
243,4:30 PM, 7:00 PM,Air India,2 hr 30 min,BOM–DEL,Nonstop,0 minutes,131 kg CO2e,+28% emissions,"₹7,475",economy
244,6:00 AM, 8:10 AM,IndiGo,2 hr 10 min,BOM–DEL,Nonstop,0 minutes,90 kg CO2e,-12% emissions,"₹7,528",economy
245,7:00 AM, 9:10 AM,IndiGo,2 hr 10 min,BOM–DEL,Nonstop,0 minutes,90 kg CO2e,-12% emissions,"₹7,528",economy
246,8:00 AM, 10:15 AM,IndiGo,2 hr 15 min,BOM–DEL,Nonstop,0 minutes,90 kg CO2e,-12% emissions,"₹7,528",economy
247,6:15 PM, 8:30 PM,IndiGo,2 hr 15 min,BOM–DEL,Nonstop,0 minutes,90 kg CO2e,-12% emissions,"₹7,528",economy
248,7:00 PM, 9:15 PM,IndiGo,2 hr 15 min,BOM–DEL,Nonstop,0 minutes,90 kg CO2e,-12% emissions,"₹7,528",economy
249,7:45 PM, 9:55 PM,IndiGo,2 hr 10 min,BOM–DEL,Nonstop,0 minutes,90 kg CO2e,-12% emissions,"₹7,528",economy
250,6:25 AM, 8:35 AM,SpiceJet,2 hr 10 min,BOM–DEL,Nonstop,0 minutes,105 kg CO2e,Avg emissions,"₹7,662",economy
251,9:30 PM, 11:55 PM,SpiceJet,2 hr 25 min,BOM–DEL,Nonstop,0 minutes,99 kg CO2e,Avg emissions,"₹7,662",economy
252,11:35 PM, 1:45 AM+1,SpiceJet,2 hr 10 min,BOM–DEL,Nonstop,0 minutes,105 kg CO2e,Avg emissions,"₹7,662",economy
253,1:00 PM, 3:20 PM,Akasa Air,2 hr 20 min,BOM–DEL,Nonstop,0 minutes,92 kg CO2e,-10% emissions,"₹7,690",economy
254,6:30 AM, 8:40 AM,Air India,2 hr 10 min,BOM–DEL,Nonstop,0 minutes,103 kg CO2e,Avg emissions,"₹7,753",economy
255,7:00 AM, 9:15 AM,Air India,2 hr 15 min,BOM–DEL,Nonstop,0 minutes,103 kg CO2e,Avg emissions,"₹7,753",economy
256,8:30 AM, 10:50 AM,Air India,2 hr 20 min,BOM–DEL,Nonstop,0 minutes,103 kg CO2e,Avg emissions,"₹7,753",economy
257,2:05 PM, 4:20 PM,Air India,2 hr 15 min,BOM–DEL,Nonstop,0 minutes,103 kg CO2e,Avg emissions,"₹7,753",economy
258,6:00 PM, 8:20 PM,Air India,2 hr 20 min,BOM–DEL,Nonstop,0 minutes,103 kg CO2e,Avg emissions,"₹7,753",economy
259,7:00 PM, 9:20 PM,Air India,2 hr 20 min,BOM–DEL,Nonstop,0 minutes,103 kg CO2e,Avg emissions,"₹7,753",economy
260,7:30 PM, 9:45 PM,Air India,2 hr 15 min,BOM–DEL,Nonstop,0 minutes,101 kg CO2e,Avg emissions,"₹7,753",economy
261,9:00 AM, 11:15 AM,IndiGo,2 hr 15 min,BOM–DEL,Nonstop,0 minutes,90 kg CO2e,-12% emissions,"₹7,843",economy
262,8:20 PM, 10:45 PM,IndiGo,2 hr 25 min,BOM–DEL,Nonstop,0 minutes,90 kg CO2e,-12% emissions,"₹7,843",economy
263,7:00 AM, 9:20 AM,Akasa Air,2 hr 20 min,BOM–DEL,Nonstop,0 minutes,92 kg CO2e,-10% emissions,"₹7,936",economy
264,8:30 PM, 10:50 PM,Air India,2 hr 20 min,BOM–DEL,Nonstop,0 minutes,103 kg CO2e,Avg emissions,"₹8,084",economy
265,9:00 PM, 11:15 PM,Air India,2 hr 15 min,BOM–DEL,Nonstop,0 minutes,120 kg CO2e,+18% emissions,"₹8,084",economy
266,11:55 PM, 2:15 AM+1,Air India,2 hr 20 min,BOM–DEL,Nonstop,0 minutes,103 kg CO2e,Avg emissions,"₹8,084",economy
267,8:00 AM, 10:20 AM,Air India,2 hr 20 min,BOM–DEL,Nonstop,0 minutes,103 kg CO2e,Avg emissions,"₹8,289",economy
268,9:00 AM, 11:15 AM,Air India,2 hr 15 min,BOM–DEL,Nonstop,0 minutes,103 kg CO2e,Avg emissions,"₹8,289",economy
269,8:00 PM, 10:20 PM,Air India,2 hr 20 min,BOM–DEL,Nonstop,0 minutes,103 kg CO2e,Avg emissions,"₹8,357",economy
270,9:30 AM, 11:50 AM,Air India,2 hr 20 min,BOM–DEL,Nonstop,0 minutes,103 kg CO2e,Avg emissions,"₹10,410",economy
271,8:40 AM, 11:05 AM,Akasa Air,2 hr 25 min,DEL–BOM,Nonstop,0 minutes,90 kg CO2e,-13% emissions,"₹6,964",economy
272,5:00 AM, 7:15 AM,IndiGo,2 hr 15 min,DEL–BOM,Nonstop,0 minutes,87 kg CO2e,-16% emissions,"₹7,185",economy
273,10:00 AM, 12:20 PM,Akasa Air,2 hr 20 min,DEL–BOM,Nonstop,0 minutes,90 kg CO2e,-13% emissions,"₹6,964",economy
274,4:00 PM, 6:20 PM,Akasa Air,2 hr 20 min,DEL–BOM,Nonstop,0 minutes,90 kg CO2e,-13% emissions,"₹6,964",economy
275,5:30 PM, 7:50 PM,Akasa Air,2 hr 20 min,DEL–BOM,Nonstop,0 minutes,88 kg CO2e,-15% emissions,"₹6,964",economy
276,7:55 PM, 10:20 PM,Akasa Air,2 hr 25 min,DEL–BOM,Nonstop,0 minutes,85 kg CO2e,-17% emissions,"₹6,964",economy
277,6:05 AM, 8:20 AM,IndiGo,2 hr 15 min,DEL–BOM,Nonstop,0 minutes,87 kg CO2e,-16% emissions,"₹7,185",economy
278,10:15 AM, 12:35 PM,IndiGo,2 hr 20 min,DEL–BOM,Nonstop,0 minutes,87 kg CO2e,-16% emissions,"₹7,185",economy
279,11:00 AM, 1:15 PM,IndiGo,2 hr 15 min,DEL–BOM,Nonstop,0 minutes,87 kg CO2e,-16% emissions,"₹7,185",economy
280,12:00 PM, 2:15 PM,IndiGo,2 hr 15 min,DEL–BOM,Nonstop,0 minutes,87 kg CO2e,-16% emissions,"₹7,185",economy
281,1:00 PM, 3:10 PM,IndiGo,2 hr 10 min,DEL–BOM,Nonstop,0 minutes,87 kg CO2e,-16% emissions,"₹7,185",economy
282,2:00 PM, 4:25 PM,IndiGo,2 hr 25 min,DEL–BOM,Nonstop,0 minutes,87 kg CO2e,-16% emissions,"₹7,185",economy
283,2:45 PM, 5:00 PM,IndiGo,2 hr 15 min,DEL–BOM,Nonstop,0 minutes,87 kg CO2e,-16% emissions,"₹7,185",economy
284,3:30 PM, 5:45 PM,IndiGo,2 hr 15 min,DEL–BOM,Nonstop,0 minutes,87 kg CO2e,-16% emissions,"₹7,185",economy
285,4:15 PM, 6:35 PM,IndiGo,2 hr 20 min,DEL–BOM,Nonstop,0 minutes,87 kg CO2e,-16% emissions,"₹7,185",economy
286,5:00 PM, 7:15 PM,IndiGo,2 hr 15 min,DEL–BOM,Nonstop,0 minutes,87 kg CO2e,-16% emissions,"₹7,185",economy
287,10:45 PM, 1:05 AM+1,IndiGo,2 hr 20 min,DEL–BOM,Nonstop,0 minutes,87 kg CO2e,-16% emissions,"₹7,185",economy
288,11:30 PM, 1:45 AM+1,IndiGo,2 hr 15 min,DEL–BOM,Nonstop,0 minutes,87 kg CO2e,-16% emissions,"₹7,185",economy
289,11:25 PM, 1:50 AM+1,Air India Express,2 hr 25 min,DEL–BOM,Nonstop,0 minutes,103 kg CO2e,Avg emissions,"₹7,328",economy
290,4:00 AM, 6:15 AM,SpiceJet,2 hr 15 min,DEL–BOM,Nonstop,0 minutes,96 kg CO2e,-7% emissions,"₹7,531",economy
291,5:30 AM, 7:55 AM,Air India,2 hr 25 min,DEL–BOM,Nonstop,0 minutes,100 kg CO2e,Avg emissions,"₹7,543",economy
292,10:30 AM, 12:50 PM,Air India,2 hr 20 min,DEL–BOM,Nonstop,0 minutes,100 kg CO2e,Avg emissions,"₹7,543",economy
293,11:00 AM, 1:25 PM,Air India,2 hr 25 min,DEL–BOM,Nonstop,0 minutes,100 kg CO2e,Avg emissions,"₹7,543",economy
294,12:00 PM, 2:25 PM,Air India,2 hr 25 min,DEL–BOM,Nonstop,0 minutes,100 kg CO2e,Avg emissions,"₹7,543",economy
295,12:20 PM, 2:45 PM,Air India,2 hr 25 min,DEL–BOM,Nonstop,0 minutes,101 kg CO2e,Avg emissions,"₹7,543",economy
296,1:30 PM, 3:50 PM,Air India,2 hr 20 min,DEL–BOM,Nonstop,0 minutes,100 kg CO2e,Avg emissions,"₹7,543",economy
297,3:30 PM, 5:55 PM,Air India,2 hr 25 min,DEL–BOM,Nonstop,0 minutes,98 kg CO2e,Avg emissions,"₹7,543",economy
298,4:00 PM, 6:25 PM,Air India,2 hr 25 min,DEL–BOM,Nonstop,0 minutes,100 kg CO2e,Avg emissions,"₹7,543",economy
299,5:00 PM, 7:25 PM,Air India,2 hr 25 min,DEL–BOM,Nonstop,0 minutes,116 kg CO2e,+13% emissions,"₹7,543",economy
300,8:10 AM, 10:20 AM,IndiGo,2 hr 10 min,DEL–BOM,Nonstop,0 minutes,87 kg CO2e,-16% emissions,"₹7,596",economy
301,8:45 AM, 11:00 AM,IndiGo,2 hr 15 min,DEL–BOM,Nonstop,0 minutes,87 kg CO2e,-16% emissions,"₹7,596",economy
302,9:30 AM, 11:55 AM,IndiGo,2 hr 25 min,DEL–BOM,Nonstop,0 minutes,87 kg CO2e,-16% emissions,"₹7,596",economy
303,8:45 PM, 11:00 PM,IndiGo,2 hr 15 min,DEL–BOM,Nonstop,0 minutes,87 kg CO2e,-16% emissions,"₹7,596",economy
304,9:45 PM, 12:05 AM+1,IndiGo,2 hr 20 min,DEL–BOM,Nonstop,0 minutes,87 kg CO2e,-16% emissions,"₹7,596",economy
305,4:30 PM, 6:40 PM,SpiceJet,2 hr 10 min,DEL–BOM,Nonstop,0 minutes,102 kg CO2e,Avg emissions,"₹7,637",economy
306,8:10 PM, 10:35 PM,SpiceJet,2 hr 25 min,DEL–BOM,Nonstop,0 minutes,102 kg CO2e,Avg emissions,"₹7,637",economy
307,5:50 PM, 8:10 PM,Air India Express,2 hr 20 min,DEL–BOM,Nonstop,0 minutes,116 kg CO2e,+13% emissions,"₹7,654",economy
308,8:30 AM, 10:45 AM,Air India,2 hr 15 min,DEL–BOM,Nonstop,0 minutes,100 kg CO2e,Avg emissions,"₹7,758",economy
309,9:00 AM, 11:15 AM,Air India,2 hr 15 min,DEL–BOM,Nonstop,0 minutes,100 kg CO2e,Avg emissions,"₹7,758",economy
310,9:30 AM, 12:00 PM,Air India,2 hr 30 min,DEL–BOM,Nonstop,0 minutes,100 kg CO2e,Avg emissions,"₹7,758",economy
311,8:00 PM, 10:25 PM,Air India,2 hr 25 min,DEL–BOM,Nonstop,0 minutes,127 kg CO2e,+23% emissions,"₹7,758",economy
312,8:30 PM, 11:00 PM,Air India,2 hr 30 min,DEL–BOM,Nonstop,0 minutes,100 kg CO2e,Avg emissions,"₹7,758",economy
313,9:30 PM, 11:55 PM,Air India,2 hr 25 min,DEL–BOM,Nonstop,0 minutes,100 kg CO2e,Avg emissions,"₹7,758",economy
314,7:15 AM, 9:30 AM,IndiGo,2 hr 15 min,DEL–BOM,Nonstop,0 minutes,87 kg CO2e,-16% emissions,"₹7,811",economy
315,6:00 PM, 8:15 PM,IndiGo,2 hr 15 min,DEL–BOM,Nonstop,0 minutes,87 kg CO2e,-16% emissions,"₹7,811",economy
316,7:00 PM, 9:25 PM,IndiGo,2 hr 25 min,DEL–BOM,Nonstop,0 minutes,87 kg CO2e,-16% emissions,"₹7,811",economy
317,8:00 PM, 10:10 PM,IndiGo,2 hr 10 min,DEL–BOM,Nonstop,0 minutes,87 kg CO2e,-16% emissions,"₹7,811",economy
318,6:30 AM, 8:50 AM,Air India,2 hr 20 min,DEL–BOM,Nonstop,0 minutes,100 kg CO2e,Avg emissions,"₹8,015",economy
319,7:00 AM, 9:25 AM,Air India,2 hr 25 min,DEL–BOM,Nonstop,0 minutes,100 kg CO2e,Avg emissions,"₹8,015",economy
320,9:00 PM, 11:20 PM,Air India,2 hr 20 min,DEL–BOM,Nonstop,0 minutes,100 kg CO2e,Avg emissions,"₹8,015",economy
321,7:30 AM, 9:55 AM,Air India,2 hr 25 min,DEL–BOM,Nonstop,0 minutes,98 kg CO2e,Avg emissions,"₹8,084",economy
322,6:00 PM, 8:25 PM,Air India,2 hr 25 min,DEL–BOM,Nonstop,0 minutes,100 kg CO2e,Avg emissions,"₹8,220",economy
323,7:00 PM, 9:25 PM,Air India,2 hr 25 min,DEL–BOM,Nonstop,0 minutes,100 kg CO2e,Avg emissions,"₹8,220",economy
324,11:00 PM, 1:25 AM+1,Air India,2 hr 25 min,DEL–BOM,Nonstop,0 minutes,100 kg CO2e,Avg emissions,"₹10,378",economy
325,12:00 PM, 1:35 PM,Air India Express,1 hr 35 min,BOM–IXE,Nonstop,0 minutes,74 kg CO2e,+17% emissions,"₹7,065",economy
326,9:05 AM, 10:35 AM,IndiGo,1 hr 30 min,BOM–IXE,Nonstop,0 minutes,64 kg CO2e,Avg emissions,"₹8,255",economy
327,6:25 PM, 7:55 PM,IndiGo,1 hr 30 min,BOM–IXE,Nonstop,0 minutes,64 kg CO2e,Avg emissions,"₹8,255",economy
328,2:05 PM, 3:50 PM,Air India Express,1 hr 45 min,IXE–BOM,Nonstop,0 minutes,80 kg CO2e,+21% emissions,"₹6,398",economy
329,3:55 PM, 5:40 PM,IndiGo,1 hr 45 min,IXE–BOM,Nonstop,0 minutes,69 kg CO2e,Avg emissions,"₹6,507",economy
330,8:55 PM, 10:50 PM,IndiGo,1 hr 55 min,IXE–BOM,Nonstop,0 minutes,69 kg CO2e,Avg emissions,"₹6,507",economy
331,3:15 PM, 4:45 PM,IndiGo,1 hr 30 min,BOM–HYD,Nonstop,0 minutes,58 kg CO2e,Avg emissions,"₹4,843",economy
332,4:50 PM, 6:20 PM,IndiGo,1 hr 30 min,BOM–HYD,Nonstop,0 minutes,58 kg CO2e,Avg emissions,"₹4,843",economy
333,3:05 PM, 4:35 PM,Air India,1 hr 30 min,BOM–HYD,Nonstop,0 minutes,68 kg CO2e,+17% emissions,"₹5,488",economy
334,12:30 AM, 2:10 AM,IndiGo,1 hr 40 min,BOM–HYD,Nonstop,0 minutes,57 kg CO2e,Avg emissions,"₹4,843",economy
335,2:45 AM, 4:20 AM,IndiGo,1 hr 35 min,BOM–HYD,Nonstop,0 minutes,58 kg CO2e,Avg emissions,"₹4,843",economy
336,7:40 PM, 9:20 PM,IndiGo,1 hr 40 min,BOM–HYD,Nonstop,0 minutes,58 kg CO2e,Avg emissions,"₹4,843",economy
337,9:10 PM, 10:45 PM,IndiGo,1 hr 35 min,BOM–HYD,Nonstop,0 minutes,58 kg CO2e,Avg emissions,"₹4,843",economy
338,11:00 PM, 12:35 AM+1,IndiGo,1 hr 35 min,BOM–HYD,Nonstop,0 minutes,58 kg CO2e,Avg emissions,"₹4,843",economy
339,9:25 PM, 11:05 PM,Air India,1 hr 40 min,BOM–HYD,Nonstop,0 minutes,68 kg CO2e,+17% emissions,"₹5,100",economy
340,5:45 AM, 7:20 AM,IndiGo,1 hr 35 min,BOM–HYD,Nonstop,0 minutes,58 kg CO2e,Avg emissions,"₹5,158",economy
341,7:15 AM, 8:50 AM,IndiGo,1 hr 35 min,BOM–HYD,Nonstop,0 minutes,58 kg CO2e,Avg emissions,"₹5,158",economy
342,11:45 AM, 1:20 PM,IndiGo,1 hr 35 min,BOM–HYD,Nonstop,0 minutes,58 kg CO2e,Avg emissions,"₹5,158",economy
343,10:15 AM, 11:40 AM,IndiGo,1 hr 25 min,BOM–HYD,Nonstop,0 minutes,58 kg CO2e,Avg emissions,"₹5,473",economy
344,7:35 PM, 9:05 PM,Air India,1 hr 30 min,BOM–HYD,Nonstop,0 minutes,68 kg CO2e,+17% emissions,"₹6,633",economy
345,6:00 AM, 7:35 AM,Air India,1 hr 35 min,BOM–HYD,Nonstop,0 minutes,68 kg CO2e,+17% emissions,"₹7,252",economy
346,5:20 PM, 6:50 PM,IndiGo,1 hr 30 min,HYD–BOM,Nonstop,0 minutes,60 kg CO2e,Avg emissions,"₹5,520",economy
347,11:30 AM, 1:25 PM,Air India,1 hr 55 min,HYD–BOM,Nonstop,0 minutes,70 kg CO2e,+19% emissions,"₹5,777",economy
348,3:00 AM, 4:30 AM,IndiGo,1 hr 30 min,HYD–BOM,Nonstop,0 minutes,58 kg CO2e,Avg emissions,"₹5,520",economy
349,5:00 AM, 6:25 AM,IndiGo,1 hr 25 min,HYD–BOM,Nonstop,0 minutes,60 kg CO2e,Avg emissions,"₹5,520",economy
350,6:30 AM, 7:55 AM,IndiGo,1 hr 25 min,HYD–BOM,Nonstop,0 minutes,60 kg CO2e,Avg emissions,"₹5,520",economy
351,8:00 AM, 9:30 AM,IndiGo,1 hr 30 min,HYD–BOM,Nonstop,0 minutes,60 kg CO2e,Avg emissions,"₹5,520",economy
352,9:30 AM, 10:55 AM,IndiGo,1 hr 25 min,HYD–BOM,Nonstop,0 minutes,60 kg CO2e,Avg emissions,"₹5,520",economy
353,12:55 PM, 2:25 PM,IndiGo,1 hr 30 min,HYD–BOM,Nonstop,0 minutes,60 kg CO2e,Avg emissions,"₹5,520",economy
354,2:15 PM, 3:55 PM,IndiGo,1 hr 40 min,HYD–BOM,Nonstop,0 minutes,60 kg CO2e,Avg emissions,"₹5,520",economy
355,7:00 PM, 8:30 PM,IndiGo,1 hr 30 min,HYD–BOM,Nonstop,0 minutes,60 kg CO2e,Avg emissions,"₹5,520",economy
356,11:30 PM, 1:00 AM+1,IndiGo,1 hr 30 min,HYD–BOM,Nonstop,0 minutes,60 kg CO2e,Avg emissions,"₹5,520",economy
357,10:20 PM, 12:15 AM+1,Air India,1 hr 55 min,HYD–BOM,Nonstop,0 minutes,70 kg CO2e,+19% emissions,"₹5,777",economy
358,7:25 AM, 9:15 AM,Air India,1 hr 50 min,HYD–BOM,Nonstop,0 minutes,70 kg CO2e,+19% emissions,"₹5,867",economy
359,5:25 PM, 7:25 PM,Air India,2 hr,HYD–BOM,Nonstop,0 minutes,70 kg CO2e,+19% emissions,"₹5,867",economy
360,12:35 AM, 3:20 AM,Akasa Air,2 hr 45 min,BOM–CCU,Nonstop,0 minutes,113 kg CO2e,Avg emissions,"₹7,145",economy
361,7:25 PM, 10:20 PM,Akasa Air,2 hr 55 min,BOM–CCU,Nonstop,0 minutes,120 kg CO2e,Avg emissions,"₹7,145",economy
362,5:30 AM, 8:15 AM,IndiGo,2 hr 45 min,BOM–CCU,Nonstop,0 minutes,119 kg CO2e,Avg emissions,"₹7,583",economy
363,6:00 PM, 8:50 PM,IndiGo,2 hr 50 min,BOM–CCU,Nonstop,0 minutes,119 kg CO2e,Avg emissions,"₹7,583",economy
364,7:50 PM, 10:45 PM,IndiGo,2 hr 55 min,BOM–CCU,Nonstop,0 minutes,119 kg CO2e,Avg emissions,"₹7,583",economy
365,2:05 PM, 4:55 PM,Air India,2 hr 50 min,BOM–CCU,Nonstop,0 minutes,136 kg CO2e,+16% emissions,"₹7,939",economy
366,7:20 PM, 10:15 PM,Air India,2 hr 55 min,BOM–CCU,Nonstop,0 minutes,136 kg CO2e,+16% emissions,"₹7,939",economy
367,10:05 AM, 12:50 PM,IndiGo,2 hr 45 min,BOM–CCU,Nonstop,0 minutes,119 kg CO2e,Avg emissions,"₹8,003",economy
368,12:45 PM, 3:30 PM,IndiGo,2 hr 45 min,BOM–CCU,Nonstop,0 minutes,119 kg CO2e,Avg emissions,"₹8,003",economy
369,7:45 AM, 10:30 AM,IndiGo,2 hr 45 min,BOM–CCU,Nonstop,0 minutes,119 kg CO2e,Avg emissions,"₹8,318",economy
370,5:20 PM, 8:15 PM,Akasa Air,2 hr 55 min,BOM–CCU,Nonstop,0 minutes,120 kg CO2e,Avg emissions,"₹8,834",economy
371,6:55 AM, 9:45 AM,Air India,2 hr 50 min,BOM–CCU,Nonstop,0 minutes,136 kg CO2e,+16% emissions,"₹8,926",economy
372,11:00 PM, 1:55 AM+1,Akasa Air,2 hr 55 min,CCU–BOM,Nonstop,0 minutes,119 kg CO2e,Avg emissions,"₹8,190",economy
373,6:25 AM, 9:15 AM,IndiGo,2 hr 50 min,CCU–BOM,Nonstop,0 minutes,117 kg CO2e,Avg emissions,"₹8,425",economy
374,11:00 PM, 2:05 AM+1,Air India,3 hr 5 min,CCU–BOM,Nonstop,0 minutes,134 kg CO2e,+16% emissions,"₹8,467",economy
375,9:40 PM, 12:25 AM+1,IndiGo,2 hr 45 min,CCU–BOM,Nonstop,0 minutes,117 kg CO2e,Avg emissions,"₹8,425",economy
376,8:45 AM, 11:45 AM,IndiGo,3 hr,CCU–BOM,Nonstop,0 minutes,117 kg CO2e,Avg emissions,"₹8,845",economy
377,6:45 PM, 9:30 PM,IndiGo,2 hr 45 min,CCU–BOM,Nonstop,0 minutes,117 kg CO2e,Avg emissions,"₹8,845",economy
378,5:00 AM, 7:45 AM,Akasa Air,2 hr 45 min,CCU–BOM,Nonstop,0 minutes,112 kg CO2e,Avg emissions,"₹9,052",economy
